Nombre,Edad,Altura,Peso,Nacionalidad,General,Potencia,Club,Valor_euro,Pie_habil,Ritmo,Disparo,Total_pases,Regate,Defensa,Fisico,Finalización,Precision_cabeza,Volea,Control_balon,Aceleracion,Sprint,Agilidad,Reaccion,Balance,Potencia_disparo,Salto,Resistencia,Fuerza,Tiros_largos,Agrecion,Intercepciones,Posicionamiento,Vision,Penaltis
15563,I. Mafi,27,175,65,Norway,59,59,FK Jerv,220000,Left,65,40,50,55,54,60,35,45,41,56,64,66,59,54,61,50,52,67,59,38,54,56,50,50,36
15564,Chen Zhechao,27,175,72,China PR,59,60,Meizhou Hakka,240000,Left,65,35,52,54,57,61,35,54,26,48,64,65,81,53,52,40,50,66,61,30,57,56,44,50,38
15566,E. Uhlmann,19,181,71,Germany,59,72,Hannover 96,500000,Right,70,47,55,59,56,57,42,59,35,60,71,70,63,57,77,63,60,52,55,45,68,52,39,48,50
15567,J. Persson,21,186,81,Sweden,59,69,IK Sirius,475000,Right,54,27,44,51,56,70,22,52,22,55,54,54,57,55,53,40,78,61,78,24,59,56,39,48,32
15568,B. Galdames,21,168,63,Mexico,59,66,Unión Española,450000,Right,59,57,57,64,33,50,60,27,35,58,65,54,76,47,81,51,49,60,46,61,49,25,51,51,60
15569,M. Campagnaro,19,181,72,Argentina,59,72,Newell's Old Boys,500000,Left,65,31,41,55,56,58,27,46,29,40,67,63,58,59,66,28,61,60,54,36,64,60,47,38,42
15570,E. Kozik,19,183,79,Ukraine,59,72,Shakhtar Donetsk,500000,Right,68,29,43,45,62,62,22,58,28,40,66,69,60,60,56,41,64,66,65,29,48,62,33,36,33
15571,J. Mumbongo,23,188,80,Sweden,59,63,Tranmere Rovers,325000,Right,73,59,45,53,23,74,59,54,56,55,70,75,52,53,51,64,77,59,82,57,74,16,57,44,53
15572,A. Traoré,21,188,81,France,59,70,Parma,500000,Right,73,56,56,61,53,69,55,51,38,59,70,75,71,51,57,61,60,65,75,57,60,55,59,56,47
15573,R. Taylor,34,187,68,England,59,59,Grimsby Town,110000,Left,50,60,50,57,31,74,62,63,57,57,47,52,61,55,57,61,74,70,80,54,66,34,60,54,61
15574,E. Becirovic,22,181,76,Sweden,59,67,IFK Värnamo,500000,Right,70,57,52,62,26,56,56,47,58,60,72,69,69,56,69,59,50,55,54,55,64,24,61,58,57
15575,S. Fünger,20,191,82,Germany,59,69,Hallescher FC,450000,Right,59,24,43,49,58,65,20,59,24,55,55,63,46,59,46,35,74,56,72,18,55,55,29,32,35
15576,C. McCann,34,185,75,Republic of Ireland,59,59,Shamrock Rovers,100000,Left,40,56,63,59,60,64,52,63,51,62,47,34,54,59,54,68,49,41,73,56,76,58,53,62,59
15577,Z. Williams,18,182,78,Wales,59,72,Crewe Alexandra,500000,Left,65,35,45,50,58,66,35,58,32,49,67,63,62,52,60,38,72,56,71,34,62,59,41,43,33
15578,Guo Tianyu,23,192,80,China PR,59,67,Shandong Taishan,500000,Right,57,57,42,57,36,70,60,63,45,58,64,51,58,55,65,61,64,66,79,51,55,23,58,53,50
15579,M. Daly,21,176,73,England,59,68,Harrogate Town,500000,Right,59,55,60,62,54,50,56,50,52,62,64,55,61,59,70,55,54,50,51,52,45,49,58,63,58
15580,G. Cangiano,20,170,67,Italy,59,75,Bari,600000,Right,67,56,53,65,29,43,57,47,50,67,70,65,68,44,72,65,42,48,42,47,41,26,53,54,56
15581,Andrés Castrín,19,180,75,Spain,59,72,CD Lugo,500000,Right,53,31,34,41,62,58,23,63,37,40,54,52,43,56,66,46,75,59,56,26,57,60,33,36,45
15582,D. Pecile,20,182,72,Canada,59,72,Venezia FC,550000,Right,46,50,58,60,52,56,48,42,45,61,38,53,59,57,70,53,68,56,58,53,48,54,52,55,47
15583,S. Zaidan,22,167,66,Saudi Arabia,59,68,Al Fayha,475000,Right,69,40,56,63,54,63,35,42,41,62,70,69,74,52,83,48,64,70,61,43,58,58,44,55,35
15584,J. Martínes,19,172,63,Bolivia,59,73,Club Always Ready,525000,Right,70,49,50,62,41,50,50,50,35,61,72,69,70,60,60,50,64,55,47,48,48,38,61,42,50
15585,A. Al Habib,29,187,84,Saudi Arabia,59,59,Abha Club,190000,Right,51,32,36,49,59,68,35,62,25,45,48,54,57,53,62,28,70,54,80,25,57,59,39,37,45
15586,R. Fernández,19,164,62,Bolivia,59,73,Independiente Petrolero,525000,Right,66,56,56,59,52,56,55,56,57,58,66,66,61,55,67,56,55,67,55,55,46,58,55,53,61
15587,K. Thomas,26,190,76,England,59,59,Sutton United,250000,Left,70,56,48,56,36,68,56,60,53,56,68,71,58,56,61,59,85,64,72,54,60,32,58,51,55
15588,D. Pik,21,177,74,Poland,59,71,Radomiak Radom,550000,Right,82,51,48,60,28,50,55,53,32,57,84,81,75,52,69,47,34,57,56,51,31,14,53,49,55
15589,T. Tattermusch,21,194,89,Germany,59,66,Borussia Dortmund II,450000,Right,65,57,46,58,27,65,57,61,50,59,65,65,67,54,58,63,47,60,72,53,58,25,54,48,52
15592,K. Hudlin,22,206,85,England,59,67,AFC Wimbledon,500000,Right,65,58,46,53,25,70,56,58,50,58,67,63,31,55,33,66,34,67,83,57,50,20,58,55,57
15593,S. Augustijns,22,178,73,Belgium,59,65,RKC Waalwijk,325000,Right,58,44,54,58,58,53,41,55,33,60,63,53,65,64,65,56,59,32,59,40,63,59,41,40,51
15594,T. Fellows,19,181,73,England,59,75,Crawley Town,575000,Right,83,55,48,60,19,44,55,40,50,60,84,82,73,52,68,60,41,52,44,54,35,18,53,47,52
15595,L. Bodnar,22,183,81,Australia,59,67,Perth Glory,475000,Right,64,36,47,54,57,70,31,50,29,54,63,65,57,55,62,48,72,70,73,34,64,57,40,45,37
15596,S. Colakovski,22,177,70,North Macedonia,59,68,Perth Glory,500000,Right,80,51,51,58,27,50,59,37,44,60,81,80,61,44,59,46,45,55,56,37,31,15,60,51,48
15597,S. Stückler,21,178,75,Austria,59,68,SK Sturm Graz,500000,Left,72,51,54,59,45,62,49,41,39,60,73,72,71,51,70,59,79,65,59,52,60,44,51,52,44
15598,Jeong Hyuk,36,175,70,Korea Republic,59,59,Incheon United FC,70000,Right,48,55,63,60,57,60,45,44,48,60,40,55,66,58,70,66,72,51,61,66,68,60,58,65,57
15600,R. Sadiku,22,187,82,Bosnia and Herzegovina,59,72,FC Botoşani,525000,Right,57,27,46,51,57,62,21,61,28,57,60,55,59,47,53,45,61,42,72,23,61,49,23,39,32
15601,S. Claure,22,182,71,Bolivia,59,68,Club Always Ready,500000,Right,67,45,57,56,40,53,53,38,34,55,67,67,62,56,67,36,55,66,51,37,40,43,52,56,53
15602,T. Olusanya,24,176,68,England,59,64,St. Mirren,350000,Right,84,55,42,60,22,44,60,51,47,59,82,85,75,59,68,55,48,48,47,47,30,18,59,42,49
15603,A. Guðjohnsen,20,188,78,Iceland,59,72,IFK Norrköping,550000,Right,72,57,42,62,25,56,64,52,41,65,73,72,58,57,56,49,56,59,65,51,32,19,59,48,62
15604,I. Ibañez,25,178,71,Chile,59,61,Unión Española,275000,Right,80,51,46,60,49,58,55,47,30,58,75,84,60,56,51,47,55,70,56,54,48,53,52,52,46
15605,H. Hore,22,180,70,Australia,59,67,Brisbane Roar,500000,Right,79,54,49,59,28,58,57,50,39,56,77,80,66,55,69,51,68,71,55,52,45,24,56,50,56
15607,S. Duke-McKenna,21,170,65,Guyana,59,68,Leyton Orient,500000,Right,70,46,56,63,39,38,42,55,40,57,74,67,81,55,83,55,39,49,32,44,39,40,58,55,54
15608,D. Oyegoke,19,178,63,England,59,76,Milton Keynes Dons,550000,Right,68,36,49,58,57,59,37,40,34,54,70,66,63,52,58,38,56,50,65,29,54,53,51,43,42
15609,A. Read,22,178,64,England,59,64,Stevenage,350000,Left,67,53,57,61,52,63,53,43,45,60,68,66,72,58,75,57,63,68,61,53,63,54,57,61,49
15610,T. Crawford,23,178,62,England,59,66,Hartlepool United,450000,Right,74,49,55,62,52,51,47,33,35,59,76,73,84,59,77,53,54,73,42,52,44,51,56,56,40
15611,J. Andrews,20,196,90,England,59,69,Doncaster Rovers,500000,Right,66,58,43,54,19,67,61,54,41,54,64,68,59,54,45,59,65,63,83,54,33,12,60,52,58
15612,L. Doucet,19,180,75,France,59,69,FC Nantes,450000,Right,64,36,54,55,54,54,31,41,41,62,63,64,59,56,72,42,71,62,51,36,47,49,48,51,46
15613,S. Yepie Yepie,19,171,62,France,59,75,FC Nantes,575000,Left,80,53,54,65,22,30,51,21,57,62,81,80,79,43,86,56,51,31,27,51,32,26,47,48,59
15614,B. Monshi,23,178,72,Saudi Arabia,59,68,Damac FC,475000,Right,63,42,54,55,56,62,41,46,26,56,57,68,57,54,70,46,76,57,65,45,59,55,38,56,49
15615,G. Giro,19,176,71,Venezuela,59,68,Deportivo La Guaira FC,475000,Right,66,57,55,62,58,59,58,55,58,57,64,67,60,58,70,55,70,60,58,60,55,57,50,57,44
15616,Zhang Yufeng,24,178,76,China PR,59,65,Changchun Yatai FC,350000,Right,62,46,57,60,51,61,38,45,33,63,61,63,74,60,58,61,55,65,61,56,55,57,34,61,43
15617,S. Karamoko,22,192,81,France,59,70,Paris FC,475000,Left,65,31,34,41,59,66,25,58,28,38,62,68,50,45,45,45,67,60,70,27,65,52,31,25,39
15618,L. Lobinger,23,192,85,Germany,59,68,1. FC Kaiserslautern,500000,Right,58,57,42,52,28,69,60,64,53,58,59,58,54,55,41,65,80,59,77,43,59,22,58,50,55
15619,D. Sokół,23,185,69,Poland,59,68,Radomiak Radom,500000,Right,75,56,47,61,19,57,56,54,51,59,75,75,68,52,65,60,63,55,67,53,31,16,57,56,63
15620,M. Perea,19,175,70,Peru,59,69,Club Sporting Cristal,500000,Left,57,61,57,58,27,64,66,61,58,58,60,55,55,58,55,55,66,66,65,58,57,25,55,55,66
15621,D. Bilogrević,23,182,74,Croatia,59,68,SC Paderborn 07,500000,Right,55,56,59,64,41,49,55,47,52,66,55,55,59,59,64,69,50,34,58,50,45,24,43,55,63
15622,F. Faerron,21,188,78,Costa Rica,59,70,Hamarkameratene,475000,Right,65,38,49,56,57,65,38,57,27,58,66,64,57,55,56,41,67,60,71,36,56,57,48,48,36
15624,J. Arias,18,184,75,Colombia,59,74,Atlético Nacional,500000,Right,58,26,40,42,60,57,22,60,17,49,61,56,45,59,58,39,69,57,54,25,59,64,23,24,21
15625,Zhang Wentao,29,189,87,China PR,59,60,Wuhan Three Towns,210000,Right,62,54,39,47,57,71,63,68,49,46,64,60,56,52,53,46,71,60,85,45,52,51,48,49,56
15626,O. Offiah,19,181,81,England,59,75,Brighton & Hove Albion,550000,Right,64,33,39,57,61,60,32,48,29,48,68,61,53,59,61,29,57,51,65,35,57,61,49,36,42
15628,L. McAlinden,28,185,74,Republic of Ireland,59,59,Wrexham AFC,230000,Left,71,58,45,58,20,64,58,58,57,58,70,71,59,56,57,58,65,66,72,56,40,17,57,43,60
15629,D. Tutonda,26,180,70,Congo DR,59,60,Gillingham,240000,Left,79,43,50,61,53,70,42,45,39,55,79,79,82,53,76,45,58,66,70,43,79,50,52,51,42
15630,N. Smith,21,182,80,Australia,59,65,Melbourne Victory,350000,Left,75,35,45,53,55,63,32,51,35,52,74,75,69,52,63,37,64,70,66,33,45,53,46,46,42
15631,I. Baldé,19,185,76,France,59,69,FC Annecy,500000,Right,66,59,41,62,19,38,62,54,56,65,65,67,62,54,48,62,37,31,41,54,37,11,59,44,43
15633,M. Antoche,30,184,77,Romania,59,59,AFC Hermannstadt,190000,Right,54,34,50,49,58,68,32,64,32,51,53,54,55,58,59,46,80,51,72,25,74,56,37,42,42
15634,I. Krolo,19,189,76,Croatia,59,76,Hajduk Split,550000,Right,65,43,52,60,53,66,37,49,27,64,64,66,56,55,54,49,61,68,68,54,61,53,38,58,44
15635,N. Kumar,24,169,68,India,59,64,Kerala Blasters FC,325000,Left,79,45,46,53,52,61,44,49,50,47,78,80,77,58,82,55,58,73,56,40,59,56,52,41,30
15636,G. Gertsen,19,189,80,Netherlands,59,72,N.E.C. Nijmegen,500000,Right,63,29,35,44,59,63,20,61,28,47,64,63,50,57,53,49,68,50,74,25,51,57,26,29,41
15637,M. Ndjoli,24,183,72,England,59,64,Hartlepool United,350000,Right,71,61,49,59,26,64,61,46,53,59,68,74,64,56,63,66,64,68,65,56,55,17,58,55,66
15638,E. Zubak,24,183,75,United States,59,66,Nashville SC,450000,Right,52,59,44,58,19,67,60,59,54,60,53,52,63,58,53,61,72,68,73,53,48,17,61,43,60
15639,R. Bheke,31,179,75,India,59,59,Mumbai City FC,150000,Right,69,35,49,49,56,74,37,63,36,48,67,70,56,59,55,37,89,77,76,25,59,50,44,48,32
15640,L. Vargas,22,173,70,Paraguay,59,69,Club Cerro Porteño,475000,Left,71,28,48,56,56,49,27,36,26,53,72,70,75,60,80,29,64,60,44,25,45,65,52,47,31
15641,Ö. Yiğiter,22,187,78,Turkey,59,69,Demir Grup Sivasspor,475000,Right,61,46,56,58,54,66,39,56,39,63,63,60,52,55,49,65,58,53,70,43,72,51,48,46,45
15642,M. Schultz,30,183,79,Germany,59,59,VfB Oldenburg,220000,Right,59,56,59,56,42,59,58,58,35,60,57,60,52,58,61,65,57,58,65,52,45,22,54,58,48
15643,Dong Yanfeng,26,182,75,China PR,59,61,Dalian Professional Football Club,250000,Right,76,27,47,59,58,67,23,48,24,51,70,80,83,57,63,27,70,66,71,29,58,60,49,54,38
15644,D. Ściślak,22,177,74,Poland,59,70,Górnik Zabrze,500000,Right,66,52,57,62,45,60,53,33,43,60,70,62,70,56,71,52,51,70,62,53,44,49,56,60,47
15645,A. Leipold,20,181,70,Germany,59,70,SV Darmstadt 98,500000,Right,81,56,45,64,23,49,62,55,53,62,83,79,65,49,60,55,52,51,57,49,25,20,54,53,45
15646,E. Viveros,19,178,70,Argentina,59,71,Arsenal de Sarandí,525000,Right,67,47,57,58,45,56,40,43,46,56,65,68,61,61,66,58,59,69,48,48,59,49,56,52,51
15647,F. Otto,20,192,85,Germany,59,71,Eintracht Frankfurt,500000,Right,53,33,43,43,60,63,28,61,33,48,55,51,42,50,42,50,63,54,71,27,52,56,25,31,41
15648,A. Gilbert,20,183,64,Republic of Ireland,59,70,Brentford,500000,Right,73,57,51,61,27,48,55,43,53,58,70,75,75,46,70,67,41,43,49,56,54,22,59,57,50
15649,A. Farouk,18,180,74,Germany,59,68,SV Wehen Wiesbaden,475000,Right,70,49,54,64,35,53,49,39,49,64,69,70,75,57,69,54,57,53,52,42,56,29,59,55,48
15650,B. Parada,18,170,69,Bolivia,59,74,Club Deportivo Guabirá,525000,Right,68,64,58,57,38,56,66,58,55,55,67,68,65,55,65,63,55,54,61,65,44,40,55,55,55
15651,Jeong Chi In,24,182,71,Korea Republic,59,64,Daegu FC,350000,Right,74,56,44,58,26,60,55,59,40,57,72,75,70,57,62,63,65,56,64,52,56,19,63,52,58
15653,U. Singh,26,170,66,India,59,60,Bengaluru FC,275000,Right,85,53,52,60,32,60,53,54,49,56,83,87,82,47,78,58,68,69,57,50,52,35,54,48,49
15654,K. Egell-Johnsen,22,177,73,Norway,59,70,Odds BK,475000,Right,66,40,50,56,54,57,48,41,28,54,67,65,57,53,70,31,55,64,57,32,48,56,50,48,36
15655,Juan Larios,18,170,68,Spain,59,76,Southampton,550000,Left,69,36,49,60,55,49,39,49,35,58,73,66,64,53,83,28,70,54,42,33,55,53,56,45,42
15656,A. Al Shammari,23,176,69,Saudi Arabia,59,66,Damac FC,450000,Left,78,49,58,63,33,43,51,26,41,59,76,79,76,50,87,49,33,55,38,48,45,33,54,59,41
15657,C. Seaman,22,173,64,England,59,66,Doncaster Rovers,425000,Right,75,48,52,60,52,56,46,48,37,56,76,74,73,57,84,52,69,66,52,47,49,52,55,52,53
15658,R. Al Shamlan,23,175,72,Saudi Arabia,59,64,Al Batin,350000,Right,68,55,57,63,38,53,59,41,40,64,67,69,68,49,72,56,41,42,64,51,44,25,48,51,46
15659,Y. Baï,25,181,75,France,59,62,SC Bastia,300000,Right,65,63,53,61,32,51,66,58,54,58,66,65,56,44,64,68,56,50,59,59,31,27,49,51,57
15660,R. Towler,20,187,77,England,59,75,AFC Wimbledon,550000,Left,64,36,53,58,58,60,30,61,28,60,64,64,55,52,62,53,63,59,60,31,59,57,38,51,48
15661,L. Bennett,20,171,70,England,59,69,Walsall,475000,Right,75,29,49,59,53,59,22,45,27,54,77,74,83,51,80,33,70,74,53,31,53,55,50,51,39
15662,Hu Jiali,22,185,72,China PR,59,63,Wuhan FC,300000,Right,52,41,48,50,58,63,36,54,26,44,50,53,52,53,59,56,66,74,56,42,66,61,40,47,37
15664,J. Smith,19,188,79,Canada,59,74,US Quevilly Rouen Métropole,500000,Right,46,40,54,56,58,61,35,60,29,60,49,44,52,49,52,60,53,50,67,31,63,52,41,46,49
15665,Go Myeong Seok,26,189,80,Korea Republic,59,63,Suwon Samsung Bluewings,275000,Right,73,31,46,42,58,73,30,52,28,44,78,68,64,42,61,35,71,73,78,31,61,57,25,26,33
15666,W. Forrester,21,180,73,England,59,69,Port Vale,475000,Right,61,24,44,50,58,62,19,58,29,50,63,60,51,58,64,35,75,55,69,19,52,59,27,33,37
15667,C. Gomez,21,183,75,Benin,59,68,Amiens SC,500000,Right,76,63,44,64,17,44,66,41,48,62,77,76,77,49,46,60,57,36,50,65,35,11,60,45,53
15669,E. Probst,21,184,80,Germany,59,66,Sportclub Verl,450000,Right,82,61,46,54,17,64,60,54,52,56,81,82,60,55,56,65,64,58,72,62,52,16,51,47,60
15670,T. Bair,22,193,96,Canada,59,66,St. Johnstone FC,450000,Right,71,58,37,57,25,76,59,55,61,57,70,72,60,50,45,55,70,62,92,58,55,23,56,42,56
15671,L. Wolf,20,173,65,Germany,59,68,Holstein Kiel,500000,Right,70,45,53,66,36,40,51,39,41,63,72,68,79,52,83,38,49,50,35,39,36,29,54,57,41
15672,P. Jones,19,180,70,Wales,59,76,Huddersfield Town,575000,Right,77,52,51,64,29,47,54,35,40,63,76,78,63,48,68,59,49,53,48,43,38,20,49,50,58
15673,A. Descotte,18,179,75,Belgium,59,73,Royal Charleroi S.C.,525000,Right,72,58,50,66,28,55,61,43,53,64,71,73,70,52,77,55,70,51,63,56,35,23,59,50,59
15675,F. Trinidad,20,169,71,Uruguay,59,69,Liverpool Fútbol Club,500000,Left,66,61,56,60,37,55,64,43,58,58,68,65,67,43,75,55,53,60,57,62,43,27,61,48,65
15676,K. Harratt,20,179,68,England,59,69,Bradford City,500000,Left,75,58,38,58,22,65,59,56,42,58,77,74,61,62,71,62,61,63,72,56,50,13,56,45,64
15677,L. Rose,23,176,65,Australia,59,61,Macarthur FC,300000,Right,76,56,53,59,47,62,55,57,51,57,78,74,76,61,70,58,79,75,55,57,60,49,59,54,50
15678,K. Höög Jansson,21,189,81,Sweden,59,69,Gangwon FC,475000,Left,55,43,49,51,57,62,31,61,36,51,54,55,49,52,46,60,61,37,74,54,62,51,44,43,40
15679,T. Campbell,25,185,72,England,59,61,Rochdale,275000,Right,80,57,48,63,30,60,60,48,49,63,80,80,72,53,80,58,58,71,62,50,42,34,56,52,59
15680,Gan Chao,27,175,69,China PR,59,60,Chengdu Rongcheng F.C.,250000,Right,79,54,58,60,53,61,51,52,56,63,77,80,74,61,75,64,67,70,59,50,54,57,53,57,54
15681,Caropitche,21,190,82,Guinea Bissau,59,66,CD Mirandés,450000,Right,65,57,41,53,30,69,56,69,52,54,53,74,47,57,47,60,53,51,83,56,61,22,56,52,72
15682,J. Asprilla,19,185,68,Colombia,59,72,Atlético Nacional,525000,Right,60,52,56,60,30,47,55,33,46,60,59,60,55,58,63,50,39,55,49,48,35,27,59,58,51
15683,M. Ameyaw,21,176,75,Poland,59,68,Piast Gliwice,500000,Right,71,64,54,61,26,51,66,46,62,61,72,70,73,44,76,73,55,52,57,55,34,25,57,53,61
15684,J. Gaudin,22,180,71,France,59,69,En Avant de Guingamp,500000,Left,68,54,56,60,43,51,53,45,48,60,67,68,67,56,62,58,44,60,48,54,47,43,55,56,50
15686,You Ju An,23,177,70,Korea Republic,59,65,Suwon Samsung Bluewings,350000,Right,65,56,54,61,37,59,56,61,62,57,64,66,68,57,71,60,58,54,61,52,60,31,58,61,55
15687,H. Leonard,18,180,60,England,59,78,Blackburn Rovers,575000,Right,73,61,43,58,18,54,65,55,47,57,74,73,70,59,72,61,70,63,58,60,28,20,53,45,46
15688,C. Offor,22,191,84,Nigeria,59,70,SV Zulte Waregem,500000,Right,71,54,46,61,33,68,60,60,40,60,69,72,62,50,44,57,86,61,76,42,52,22,59,53,43
15689,Yaya Toure,18,173,67,United States,59,76,Colorado Rapids,575000,Left,88,43,48,66,23,44,45,29,35,63,90,86,89,47,92,46,48,40,50,37,31,22,52,51,43
15690,J. Thomson,25,178,68,Scotland,59,64,Derry City,325000,Right,68,56,57,61,52,60,53,44,57,60,66,70,64,55,67,59,46,67,59,61,59,52,58,58,50
15691,S. Vera,23,170,69,Argentina,59,68,Club Olimpia,500000,Right,71,52,54,64,35,43,51,45,46,59,71,71,65,39,82,59,46,51,44,45,29,17,53,50,66
15692,H. Al Ghamdi,23,163,60,Saudi Arabia,59,66,Ettifaq FC,450000,Right,71,57,58,66,51,42,57,46,47,65,70,72,82,58,92,61,69,61,32,62,36,47,52,53,43
15693,N. Jeck,20,193,81,Germany,59,72,FC Erzgebirge Aue,500000,Right,55,24,38,40,60,65,21,55,26,30,54,55,44,50,44,36,65,59,70,16,62,61,22,31,33
15694,S. McClelland,20,191,79,Northern Ireland,59,75,Barrow,550000,Right,51,32,39,44,60,61,26,60,34,48,49,53,40,55,55,48,63,52,68,28,55,59,25,33,33
15695,K. Chung,23,175,68,Canada,59,66,Toronto FC,425000,Right,70,41,50,57,54,55,38,50,32,53,72,68,72,54,78,51,61,63,51,40,52,53,50,50,32
15697,B. Spencer,18,182,75,Northern Ireland,59,73,Huddersfield Town,500000,Right,65,43,56,58,53,62,36,53,42,58,65,65,58,59,62,57,59,63,61,42,62,51,53,52,43
15698,C. Kane,23,173,61,Republic of Ireland,59,62,Shelbourne FC,275000,Left,78,44,48,58,53,63,40,42,40,53,77,78,76,56,78,48,61,67,66,47,49,52,50,49,41
15699,A. Al Nemer,30,168,67,Saudi Arabia,59,59,Al Fayha,220000,Right,61,50,59,64,43,51,48,47,38,63,63,60,77,53,78,52,58,52,55,51,40,43,55,58,56
15700,S. Stehle,20,182,80,Germany,59,68,Viktoria Köln,500000,Right,91,53,46,58,28,57,61,46,44,55,92,90,72,52,73,47,72,60,63,44,34,20,54,44,44
15701,B. Šatkus,21,192,83,Lithuania,59,67,VfL Osnabrück,475000,Right,71,36,49,52,57,68,34,58,29,55,67,74,64,51,48,46,69,60,76,30,56,55,36,49,51
15702,Yang Hyeon Joon,20,179,69,Korea Republic,59,76,Gangwon FC,600000,Right,74,57,52,66,34,57,57,36,60,61,72,76,72,63,75,63,59,61,58,53,48,24,62,56,44
15704,I. Vujica,25,180,83,Australia,59,62,Macarthur FC,275000,Left,65,33,52,60,56,67,32,50,32,58,64,65,70,53,80,33,84,57,76,31,53,52,42,44,33
15705,M. Arslantaş,21,188,77,Turkey,59,70,İstanbul Başakşehir FK,500000,Right,57,61,44,56,27,63,60,71,65,55,61,54,61,47,55,63,62,59,67,59,60,25,60,50,66
15706,M. Berte,20,174,77,Belgium,59,70,KV Oostende,500000,Right,81,57,45,61,19,51,60,52,46,59,84,79,72,47,81,56,75,53,57,53,27,16,60,48,55
15707,G. Sideras,20,184,76,Greece,59,71,Panathinaikos FC,500000,Right,67,29,31,41,61,62,28,63,31,38,68,67,55,54,55,43,72,60,65,22,56,58,23,34,23
15708,D. Stynes,23,182,70,Australia,59,65,Newcastle Jets,350000,Right,69,54,55,62,44,62,54,44,50,59,69,69,73,54,68,57,59,62,64,53,58,43,57,56,48
15709,D. Edelman,19,178,64,United States,59,76,New York Red Bulls,550000,Right,68,37,50,51,61,59,37,57,33,51,65,70,63,55,66,42,63,63,54,32,67,59,45,47,38
15710,D. Andrei,19,181,75,Romania,59,70,FC Voluntari,475000,Right,81,56,55,60,34,48,52,37,45,58,82,80,71,49,69,64,50,37,57,63,41,36,49,54,42
15711,S. Guediri,24,180,77,United States,59,64,D.C. United,325000,Left,62,39,55,58,56,57,31,49,55,56,64,61,60,52,62,58,62,60,58,30,49,58,51,52,39
15712,R. Werthmüller,21,179,73,Switzerland,59,73,Hertha BSC,550000,Right,68,59,47,62,24,54,62,53,58,59,67,69,74,55,70,55,55,53,59,56,43,19,57,47,58
15713,J. Cavallo,22,176,71,Australia,59,63,Adelaide United,300000,Left,73,43,55,62,52,64,43,45,33,62,72,74,71,50,78,42,60,65,63,45,65,53,55,61,43
15714,A. Al Hurib,30,175,65,Saudi Arabia,59,59,Al Adalah,190000,Left,63,47,56,58,56,68,45,55,42,57,64,62,60,55,74,51,58,66,70,46,66,57,57,60,49
15715,Carlos Martínez,36,185,79,Spain,59,59,FC Andorra,80000,Right,60,59,43,55,19,53,60,61,54,54,57,63,56,62,56,58,60,55,63,56,26,11,64,43,58
15716,D. Williams,22,174,58,Republic of Ireland,59,64,Drogheda United,350000,Right,68,60,49,58,26,57,61,57,53,57,69,68,70,45,69,61,55,60,52,56,64,21,63,55,61
15717,D. Cornelius,21,176,74,Scotland,59,73,Motherwell,550000,Right,65,48,60,61,52,56,42,47,48,61,66,64,67,55,69,62,49,66,56,48,45,53,51,59,44
15718,I. Eckenfelder,21,174,70,France,59,67,FC Annecy,500000,Right,69,61,54,59,26,54,62,57,38,58,69,69,57,49,69,65,64,58,59,60,35,20,58,56,61
15719,M. Efete,25,180,73,Congo DR,59,64,Grimsby Town,300000,Right,81,46,50,55,54,65,46,52,35,53,82,80,61,46,65,58,65,57,74,38,54,54,55,47,32
15720,Liu Shangkun,30,178,72,China PR,59,59,Wuhan FC,190000,Right,69,40,46,62,54,61,25,42,35,61,71,67,71,58,60,63,61,62,61,51,60,66,48,37,35
15721,A. Wharton,18,175,61,England,59,80,Blackburn Rovers,700000,Left,70,35,55,61,52,59,35,55,24,57,74,67,68,55,78,34,59,62,62,34,49,59,46,63,37
15722,O. Boissy,23,191,80,Senegal,59,66,Grenoble Foot 38,450000,Right,51,59,36,54,27,69,62,76,47,54,39,60,51,48,44,62,65,57,83,53,48,23,57,47,61
15723,Liu Tao,37,185,78,China PR,59,59,Chengdu Rongcheng F.C.,40000,Right,53,36,46,46,60,64,35,61,26,45,50,56,51,49,57,45,65,61,70,32,51,59,38,45,37
15724,M. Loune,18,172,70,Morocco,59,78,Eintracht Frankfurt,575000,Right,62,54,61,65,43,42,52,38,55,62,70,55,71,59,78,56,49,54,34,54,44,36,56,61,51
15725,E. Sorga,22,175,75,Estonia,59,68,IFK Göteborg,500000,Right,55,61,42,58,22,57,63,58,44,58,58,52,65,57,72,70,77,54,61,54,46,20,60,43,61
15726,J. Bos,19,180,70,Australia,59,72,Melbourne City FC,500000,Left,81,36,50,59,49,64,35,40,30,54,77,84,71,53,72,41,67,74,61,35,58,50,48,43,31
15727,D. Ballard,17,178,74,England,59,79,Southampton,600000,Right,70,60,47,59,22,51,62,59,49,58,72,68,76,55,65,60,59,48,52,54,51,18,56,48,74
15728,A. Magrassi,29,194,81,Italy,59,59,Cittadella,220000,Right,69,60,38,55,21,51,68,58,42,54,69,69,62,57,60,51,67,35,66,56,30,12,58,42,61
15729,H. Rojas,28,170,56,Bolivia,59,59,Club Deportivo Oriente Petrolero,220000,Right,55,52,53,58,49,52,58,36,39,61,55,55,62,56,74,33,43,56,57,61,36,61,67,58,41
15731,E. Krahn,18,184,79,Germany,59,75,Hamburger SV,550000,Right,58,39,55,58,56,59,40,52,35,61,63,53,62,55,60,46,60,54,61,30,59,54,39,57,46
